Lob F Name,Lob L Name,Report,Group,Date,Type,Description,Cost,Principal
Peggy,Nalls,Apr-13,ENTIRE GENERAL ASSEMBLY,4/15/2013,"Meals, Food, & Beverage","April 15 Credit Union Annual Legislative Dinner, Jefferson City, MO, at the Doubletree Hotel","$3,754.52 ",MISSOURI CREDIT UNION ASSOCIATION
Peggy,Nalls,Apr-13,ENTIRE GENERAL ASSEMBLY,4/16/2013,Gift,Playing cards printed with photos of legislators,"$2,033.50 ",MISSOURI CREDIT UNION ASSOCIATION
Rita,Needham,Mar-13,HOUSE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage",Reception at The Capitol Cork,$338.47 ,MISSOURI ASSOCIATION OF MANUFACTURERS
Janice C,Neitzert,Jan-13,ENTIRE GENERAL ASSEMBLY,1/16/2013,"Meals, Food, & Beverage","Capitol Plaza Hotel  Carnegie Room  Jefferson City, MO","$1,815.00 ",MISSOURI PARK & RECREATION ASSOCIATION
Ross M,Nichols,Feb-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",2/27/2013,"Meals, Food, & Beverage",Missouri State Capitol - catered meal,$87.53 ,MISSOURI TRUCKING ASSOCIATION
Ross M,Nichols,Jan-13,"TRANSPORTATION, Standing",1/29/2013,"Meals, Food, & Beverage","Catered Lunch, Missouri State Capitol",$172.14 ,MISSOURI TRUCKING ASSOCIATION
Ross M,Nichols,Apr-13,ENTIRE MISSOURI HOUSE,4/2/2013,"Meals, Food, & Beverage",MO State Capitol/Catered Meal,$472.59 ,MISSOURI TRUCKING ASSOCIATION
Ross M,Nichols,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage","Bones Restaurant, Jefferson City",$335.00 ,MISSOURI TRUCKING ASSOCIATION
Ross M,Nichols,Apr-13,HOUSE MAJORITY CAUCUS,4/16/2013,"Meals, Food, & Beverage","MO Farm Bureau, Jefferson City/Catered Meal",$250.00 ,MISSOURI TRUCKING ASSOCIATION
Ross M,Nichols,Apr-13,ENTIRE MISSOURI HOUSE,4/10/2013,"Meals, Food, & Beverage","Hook's Bar & Grill, Jefferson City/Catered Meal",$425.00 ,MISSOURI TRUCKING ASSOCIATION
Ross M,Nichols,May-13,ENTIRE GENERAL ASSEMBLY,5/6/2013,"Meals, Food, & Beverage",Missouri State Capitol/Catered Lunch,$250.00 ,MISSOURI TRUCKING ASSOCIATION
Ross M,Nichols,May-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,5/13/2013,"Meals, Food, & Beverage",Missouri State Capitol/Catered Lunch,$304.90 ,MISSOURI TRUCKING ASSOCIATION
Daniel,O`Neill,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage",lunch,$165.00 ,MISSOURI PRIMARY CARE ASSOCIATION
Daniel,O`Neill,May-13,ENTIRE MISSOURI SENATE,5/16/2013,"Meals, Food, & Beverage",lunch,$200.00 ,MISSOURI PRIMARY CARE ASSOCIATION
Whitney,ODaniel,Apr-13,HOUSE MAJORITY CAUCUS,4/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered dinner",$207.14 ,WHITNEY ODANIEL
Whitney,ODaniel,May-13,APPROPRIATIONS - Assigned bills,5/17/2013,"Meals, Food, & Beverage",Jefferson City MO Captiol,$256.47 ,WHITNEY ODANIEL
Whitney,ODaniel,May-13,"RULES, Standing",5/15/2013,"Meals, Food, & Beverage",Jefferson City MO Capitol,$212.99 ,WHITNEY ODANIEL
Whitney,ODaniel,May-13,"RULES, Standing",5/6/2013,"Meals, Food, & Beverage",Jefferson City Mo,$125.00 ,WHITNEY ODANIEL
Martin C,Oetting,Jan-13,"BUDGET, Standing",1/22/2013,Entertainment,Thirteen tickets to MU vs. South Carolina basketball game at Mizzou Arena,$390.00 ,UNIVERSITY OF MISSOURI
Martin C,Oetting,Jan-13,"APPROPRIATIONS - EDUCATION, Standing",1/22/2013,Entertainment,Four tickets to MU vs. South Carolina at Mizzou Arena,$120.00 ,UNIVERSITY OF MISSOURI
Martin C,Oetting,Jan-13,"HIGHER EDUCATION, Standing",1/22/2013,Entertainment,Eight tickets to MU vs. South Carolina at Mizzou Arena,$240.00 ,UNIVERSITY OF MISSOURI
Martin C,Oetting,Apr-13,"AGRICULTURE POLICY, Standing",4/29/2013,"Meals, Food, & Beverage","University of Missouri, Columbia, MO/Catered luncheon",$90.00 ,UNIVERSITY OF MISSOURI
Jamie J.,Oldani,Feb-13,"SPECIAL STANDING COMMITTEE ON EMERGING ISSUES IN HEALTH CARE, Standing",2/13/2013,"Meals, Food, & Beverage","Domenicos, Jefferson City, Dinner",$479.28 ,LILLY USA
Craig L,Overfelt,Mar-13,ENTIRE MISSOURI HOUSE,3/28/2013,"Meals, Food, & Beverage","Catered breakfast/Missouri State Capitol, Jefferson City, MO",$440.26 ,MISSOURI BANKERS ASSOCIATION
Craig L,Overfelt,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage","Catered food for Senate Bowling Tournament, Jefferson City, MO",$250.00 ,MISSOURI BANKERS ASSOCIATION
Craig L,Overfelt,Mar-13,ENTIRE MISSOURI HOUSE,3/26/2013,"Meals, Food, & Beverage","Catered Lunch, Missouri Capitol, Jefferson City, MO",$250.00 ,MISSOURI BANKERS ASSOCIATION
David,Overfelt,Feb-13,ENTIRE MISSOURI SENATE,2/26/2013,"Meals, Food, & Beverage",Coffee for entire Senate,$117.75 ,MISSOURI RETAILERS ASSOCIATION
David,Overfelt,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage",Catered Luncheon for entire Senate at Missouri Capitol,$223.67 ,MISSOURI RETAILERS ASSOCIATION
David,Overfelt,May-13,"JUDICIARY, Standing",5/1/2013,"Meals, Food, & Beverage",Catered lunch for House Judiciary Committee at Missouri State Capitol,$118.40 ,MISSOURI RETAILERS ASSOCIATION
Christine M,Page,Mar-13,ENTIRE GENERAL ASSEMBLY,3/13/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$574.20 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,Mar-13,ENTIRE GENERAL ASSEMBLY,3/27/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$574.20 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,Feb-13,ENTIRE GENERAL ASSEMBLY,2/13/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$574.20 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,Feb-13,ENTIRE GENERAL ASSEMBLY,2/27/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$574.20 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,Jan-13,ENTIRE GENERAL ASSEMBLY,1/16/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$669.90 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,Jan-13,ENTIRE GENERAL ASSEMBLY,1/30/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$382.80 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,Jan-13,ENTIRE GENERAL ASSEMBLY,1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO / Catered Luncheon","$7,700.00 ",ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,Apr-13,ENTIRE GENERAL ASSEMBLY,4/10/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$618.56 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$618.56 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$650.76 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Jewell D. H.,Patek,Mar-13,"GENERAL LAWS, Standing",3/20/2013,"Meals, Food, & Beverage","The Capitol Grill  201 W Capitol Ave  Jefferson City, MO 65101",$247.77 ,"SMITHFIELD FOODS, INC."
Jewell D. H.,Patek,Mar-13,ENTIRE MISSOURI SENATE,3/20/2013,"Meals, Food, & Beverage","Lutz's BBQ  3505 Missouri Blvd  Jefferson City, MO 65109",$250.00 ,SPRINT NEXTEL
Jewell D. H.,Patek,Feb-13,ENTIRE MISSOURI SENATE,2/16/2013,"Meals, Food, & Beverage","International Wines & Liquiors  3702 W Truman Blvd  Jefferson City, MO 65109",$150.79 ,"SMITHFIELD FOODS, INC."
Jewell D. H.,Patek,Feb-13,ENTIRE MISSOURI SENATE,2/16/2013,"Meals, Food, & Beverage","International Wines & Liquors  3702 W Truman Blvd  Jefferson City, MO 65109",$81.46 ,"SMITHFIELD FOODS, INC."
Jewell D. H.,Patek,Feb-13,ENTIRE MISSOURI SENATE,2/16/2013,"Meals, Food, & Beverage","International Wines & Liquors  3702 W Truman Blvd  Jefferson City, MO 65109",$341.40 ,"SMITHFIELD FOODS, INC."
Jewell D. H.,Patek,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage","Abiy's International Wines & Liquors  3702 W Truman Blvd  Jefferson City, MO 65109","$1,661.09 ","SMITHFIELD FOODS, INC."
Jewell D. H.,Patek,Apr-13,ENTIRE MISSOURI SENATE,4/23/2013,"Meals, Food, & Beverage","The Capitol Grill  201 West Capitol Avenue  Jefferson City, MO 65101",$204.68 ,SPRINT NEXTEL
Jewell D. H.,Patek,Apr-13,ENTIRE MISSOURI SENATE,4/10/2013,"Meals, Food, & Beverage","Arris Pizza  117 West High Street  Jefferson City, MO 65109",$41.86 ,SPRINT NEXTEL
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI SENATE,5/7/2013,"Meals, Food, & Beverage",Gates BBQ,$250.00 ,SPRINT NEXTEL
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Love Sushi  2201 Missouri Blvd  Jefferson City, Mo 65109",$193.91 ,SPRINT NEXTEL
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI HOUSE,5/15/2013,"Meals, Food, & Beverage","Arris'   117 W High Street  Jefferson City, MO 65109",$103.38 ,SPRINT NEXTEL
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage","Flaming Lantern  1104 W Fort Scott  Butler, MO 64730",$250.00 ,CERNER CORPORATION
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI SENATE,5/28/2013,"Meals, Food, & Beverage","International Wines and Liquors  3702 W Truman Blvd  Jefferson City, MO 65109",$505.99 ,"SMITHFIELD FOODS, INC."
Rachel,Payton,Jan-13,ENTIRE GENERAL ASSEMBLY,1/9/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO / Cookies for Legislators and their staff/cookies were delivered throughout the day",$300.00 ,AMERICANS FOR PROSPERITY
D Scott,Penman,Feb-13,ENTIRE MISSOURI SENATE,3/13/2013,"Meals, Food, & Beverage","Reception hosted by MoSEPS at Capitol City Cork & Provisions, Jefferson City, MO",$695.79 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS
D Scott,Penman,Feb-13,ENTIRE MISSOURI HOUSE,2/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$30.77 ,MISSOUIR 911 DIRECTORS ASSOCIATION
D Scott,Penman,Feb-13,ENTIRE MISSOURI HOUSE,2/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$30.77 ,MISSOURI CHAPTER OF THE ASSOCIATION OF PUBLIC SAFETY COMMUNICATIONS OFFICALS
D Scott,Penman,Feb-13,ENTIRE MISSOURI HOUSE,2/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$30.77 ,MISSOURI CHAPTER OF THE NATIONAL EMERGENCY NUMBER ASSOCIATION
D Scott,Penman,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch (Shakespeare's Pizza)",$574.59 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS
D Scott,Penman,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage","Missouri Advocacy Day Legislative Reception, Capitol Plaza Hotel, Jefferson City, MO",$541.26 ,MISSOURI COUNCIL FOR IN-HOME SERVICES
D Scott,Penman,Apr-13,"RULES, Standing",4/25/2013,"Meals, Food, & Beverage","MO State Capitol, Jefferson City, MO/Catered Lunch from McAlister's",$166.15 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS
D Scott,Penman,Apr-13,"CHILDREN, FAMILIES, AND PERSONS WITH DISABILITIES, Standing",4/5/2013,"Meals, Food, & Beverage","MO State Capitol, Jefferson City, MO/Catered Lunch from Capitol Grill",$147.04 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS
D Scott,Penman,Apr-13,"HEALTH CARE POLICY, Standing",4/24/2013,"Meals, Food, & Beverage","MO State Capitol, Jefferson City, MO/Catered Lunch from The Capitol Grill",$161.05 ,"MARCH OF DIMES FOUNDATION, MISSOURI CHAPTER"
D Scott,Penman,May-13,"JUDICIARY, Standing",5/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$255.00 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS
D Scott,Penman,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner for Senate Staff & Senator's Staff",$100.00 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS
Daniel R.,Pfeifer,Apr-13,ENTIRE GENERAL ASSEMBLY,4/2/2013,"Meals, Food, & Beverage",Hosted catered dinner in Missouri State Capitol.,"$1,326.62 ",OZARKS TECHNICAL COMMUNITY COLLEGE
Christopher M.,Pickel,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,"Meals, Food, & Beverage","Shakespeare's Pizza, Columbia, MO; Lunches for caucus meetings Jan. 10 & 11.","$1,000.00 ",AT&T INC. AND AFFLIATES
Charles,Pierce,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage",Capitol Plaza Jefferson City Mo/Reception,"$6,553.48 ",MISSOURI SOCIETY OF CPAS
Charles,Pierce,May-13,ENTIRE GENERAL ASSEMBLY,5/1/2013,"Meals, Food, & Beverage","Capitol Rotunda, snacks & drinks",$303.52 ,MISSOURI SOCIETY OF CPAS
Larry,Pleus,Mar-13,SENATE MAJORITY CAUCUS,3/25/2013,"Meals, Food, & Beverage",Snacks and Beverages MO State Capitol ,$96.12 ,LACLEDE GAS COMPANY
Larry,Pleus,Feb-13,SENATE MAJORITY CAUCUS,2/8/2013,"Meals, Food, & Beverage",Snacks/Beverages MO State Capitol,$117.39 ,LACLEDE GAS COMPANY
Larry,Pleus,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Crab Boil Bones Lounge Jeff City,$362.84 ,LACLEDE GAS COMPANY
Larry,Pleus,Apr-13,ENTIRE MISSOURI HOUSE,4/10/2013,"Meals, Food, & Beverage",Crab Boil Hooks Lounge Jeff City,$220.68 ,LACLEDE GAS COMPANY
Larry,Pleus,May-13,SENATE MAJORITY CAUCUS,5/15/2013,"Meals, Food, & Beverage",Missouri State Capitol ,$162.92 ,LACLEDE GAS COMPANY
Larry,Pleus,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage",Mo State Capitol Whole House luncheon co-sponsor,$250.00 ,LACLEDE GAS COMPANY
Larry,Pleus,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage",MO State Capitol co sponsored luncheon,$399.01 ,LACLEDE GAS COMPANY
Larry,Pleus,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,Entertainment,River Boat Reception cosponsor Jefferson City ,$887.97 ,LACLEDE GAS COMPANY
Tom,Rackers,Feb-13,"TOURISIM AND NATURAL RESOURCES, Standing",2/18/2013,"Meals, Food, & Beverage","Alexandro's restaurant, Jefferson City, MO/Dinner",$886.67 ,WCA
Tom,Rackers,Jan-13,"TOURISIM AND NATURAL RESOURCES, Standing",1/25/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered breakfast",$155.12 ,WCA
Tom,Rackers,Mar-13,"LOCAL GOVERNMENT, Standing",3/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Breakfast",$90.49 ,TOM RACKERS
Trina,Ragain,Mar-13,ENTIRE GENERAL ASSEMBLY,3/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/cupcakes in Rotunda","$1,200.00 ","MARCH OF DIMES, GREATER MISSOURI CHAPTER"
Scott E.,Ramshaw,May-13,HOUSE MINORITY CAUCUS,5/9/2013,"Meals, Food, & Beverage","Captial, RM 204",$491.39 ,PLUMBERS & PIPEFITTERS LOCAL #562
William,Ratliff,Feb-13,"VETERANS, Standing",2/5/2013,"Meals, Food, & Beverage",Breakfast for Committee meeting catered by Argyle Catering,$244.51 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,Feb-13,"JUDICIARY, Standing",2/6/2013,"Meals, Food, & Beverage",Catered lunch for Judiciary Committee hearing ,$341.29 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage",Catered food at Capitol,$165.00 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,May-13,"JUDICIARY, Standing",5/1/2013,"Meals, Food, & Beverage","Catered lunch for committee hearing, Missouri State Capitol",$118.39 ,MISSOURI BANKERS ASSOCIATION
Kristi,Ray,Jan-13,ENTIRE GENERAL ASSEMBLY,1/30/2013,"Meals, Food, & Beverage",Annual basketball watch party at NH Scheppers,$500.00 ,COLUMBIA CHAMBER OF COMMERCE
Gordon,Reel,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,"Meals, Food, & Beverage","G2 Gallery, Jefferson City, MO, Legislative Reception ",$887.97 ,ENTERPRISE HOLDINGS INC
Jay,Reichard,Feb-13,"BUDGET, Standing",2/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$150.60 ,"BARKLEY, INC."
Jay,Reichard,Feb-13,"BUDGET, Standing",2/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$150.60 ,PYRAMID GROUP
Jay,Reichard,Jan-13,HOUSE MAJORITY CAUCUS,1/8/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Reception",$100.00 ,BOEHRINGER-INGELHEIM PHARMACEUTICALS
Jay,Reichard,Jan-13,HOUSE MAJORITY CAUCUS,1/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Reception",$229.37 ,DIAMOND GAME
Jay,Reichard,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$41.25 ,"BARKLEY, INC."
Jay,Reichard,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$41.25 ,DIAMOND GAME
Jay,Reichard,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$41.25 ,MISSOURI COALITION OF COMMUNITY MENTAL HEALTH CENTERS
Jay,Reichard,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$41.25 ,PYRAMID GROUP
Jay,Reichard,Apr-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Breakfast",$87.53 ,BOEHRINGER-INGELHEIM PHARMACEUTICALS
Jay,Reichard,Apr-13,ENTIRE MISSOURI SENATE,4/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$129.50 ,"GRASSLANDS CONSULTANTS, LLC"
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,PYRAMID GROUP
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,SYSTEMS & METHODS
Jay,Reichard,May-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$148.88 ,"SCHREIMANN, RACKERS, FRANCKA AND BLUNT, L.L.C."
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,"BARKLEY, INC."
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,BOEHRINGER-INGELHEIM PHARMACEUTICALS
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,DIAMOND GAME
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,"GRASSLANDS CONSULTANTS, LLC"
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,MISSOURI MARINE DEALERS ASSOCIATION
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,MISSOURI COALITION OF COMMUNITY MENTAL HEALTH CENTERS
Jay,Reichard,Mar-13,"SMALL BUSINESS, Standing",3/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$79.62 ,"BARKLEY, INC."
Jay,Reichard,Mar-13,"SMALL BUSINESS, Standing",3/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$79.62 ,DIAMOND GAME
Jay,Reichard,Mar-13,"SMALL BUSINESS, Standing",3/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$79.62 ,MISSOURI COALITION OF COMMUNITY MENTAL HEALTH CENTERS
Jay,Reichard,Mar-13,"SMALL BUSINESS, Standing",3/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$79.62 ,PYRAMID GROUP
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$31.00 ,"BARKLEY, INC."
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$31.00 ,DIAMOND GAME
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$31.00 ,MISSOURI COALITION OF COMMUNITY MENTAL HEALTH CENTERS
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$31.00 ,PYRAMID GROUP
Jay,Reichard,Mar-13,"WAYS AND MEANS, Standing",3/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$116.10 ,SOUTHWESTERN BELL TELEPHONE COMPANY D/B/A AT&T MISSOURI AND ITS AFFILIATES
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$530.00 ,DIAMOND GAME
Jay,Reichard,Mar-13,"FINANCIAL INSTITUTIONS, Standing",3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$236.35 ,"PROPEL FINANCIAL SERVICES, LLC"
Michael C,Reid,Feb-13,ENTIRE GENERAL ASSEMBLY,2/19/2013,"Meals, Food, & Beverage","Capitol Plaza Hotel, Jefferson City, MO,lunch",$593.25 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael C,Reid,Feb-13,"HIGHER EDUCATION, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/ catered breakfast",$124.88 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael C,Reid,Jan-13,ENTIRE GENERAL ASSEMBLY,1/14/2013,"Meals, Food, & Beverage",Capitol/catered reception,$253.15 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael C,Reid,Jan-13,ENTIRE GENERAL ASSEMBLY,1/14/2013,"Meals, Food, & Beverage","Capitol, catered reception",$402.62 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael C,Reid,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage","Senate Crab Boil, Jefferson City, MO",$220.68 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael C,Reid,Apr-13,"RULES, Standing",4/9/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/stone crab dinner",$212.72 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael C,Reid,May-13,ENTIRE MISSOURI SENATE,5/7/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered lunch",$110.00 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael C,Reid,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered lunch",$140.00 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Tony,Reinhart,Apr-13,ENTIRE MISSOURI HOUSE,4/9/2013,"Meals, Food, & Beverage",Hooks Sports Bar and Rainbow Lanes/Dinner,$362.84 ,FORD MOTOR COMPANY
Tony,Reinhart,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Bones Restuarant/DInner,$220.68 ,FORD MOTOR COMPANY
Tony,Reinhart,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,"Meals, Food, & Beverage","Gallery  102 E. High St, Jefferson Ciy, Mo",$887.97 ,FORD MOTOR COMPANY
