Lob F Name,Lob L Name,Report,Pub Off,Recipient,Date,Type,Description,Cost,Principal
Martin C,Oetting,Jan-13,,"KELLY, CHRIS - Representative",1/8/2013,Entertainment,One ticket to the MU vs. Alabama basketball game at Mizzou Arena,$30.00 ,UNIVERSITY OF MISSOURI
Martin C,Oetting,Jan-13,,"KELLY, CHRIS - Representative",1/26/2013,Entertainment,One ticket to MU vs. Vanderbilt basketball game @ Mizzou Arena,$40.00 ,UNIVERSITY OF MISSOURI
Jeanette Mott,Oxford,Jan-13,,"KRATKY, MICHELE - Representative",1/3/2013,"Meals, Food, & Beverage",pizza at St. Louis Chapter holiday party,$5.00 ,MISSOURI ASSOCIATION FOR SOCIAL WELFARE
Christine M,Page,Jan-13,,"DEMPSEY, TOM - Senator",1/11/2013,"Meals, Food, & Beverage",Chamber Luncheon with Policy Sponsors,$29.00 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Christine M,Page,Jan-13,,"ZWEIFEL, CLINT - STATE TREASURER",1/30/2013,"Meals, Food, & Beverage",Ticket to the Chamber's Annual Meeting and Dinner,$200.00 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION
Salvatore,Panettiere,Jan-13,,"SILVEY, RYAN  - Senator",1/24/2013,"Meals, Food, & Beverage",Lunch,$17.55 ,INDEPENDENT COLLEGES AND UNIVERSITIES OF MISSOURI
Salvatore,Panettiere,Jan-13,"SILVEY, RYAN  - Senator",Mark Schwartz - Employee or Staff,1/24/2013,"Meals, Food, & Beverage",Lunch,$17.55 ,INDEPENDENT COLLEGES AND UNIVERSITIES OF MISSOURI
Salvatore,Panettiere,Jan-13,"SILVEY, RYAN  - Senator",Ryan Langemach - Employee or Staff,1/24/2013,"Meals, Food, & Beverage",Lunch,$17.55 ,INDEPENDENT COLLEGES AND UNIVERSITIES OF MISSOURI
Salvatore,Panettiere,Jan-13,,"MCKENNA, RYAN - Senator",1/23/2013,"Meals, Food, & Beverage",Dinner ,$30.09 ,MISSOURI RAILROAD ASSOCIATION 
Salvatore,Panettiere,Jan-13,,"SILVEY, RYAN  - Senator",1/30/2013,"Meals, Food, & Beverage",Lunch,$10.20 ,"CITY OF KANSAS CITY, MISSOURI"
Salvatore,Panettiere,Jan-13,"SILVEY, RYAN  - Senator",Mark Schwartz - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",Lunch,$10.20 ,"CITY OF KANSAS CITY, MISSOURI"
Salvatore,Panettiere,Jan-13,"SILVEY, RYAN  - Senator",Ryan Langemach - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",Lunch,$10.20 ,"CITY OF KANSAS CITY, MISSOURI"
Jewell D. H.,Patek,Jan-13,,"CHAPPELLE-NADAL, MARIA N. - Senator",1/10/2013,"Meals, Food, & Beverage","Abiy's   3702 W Truman Blvd  Jefferson City, MO 65109",$150.79 ,"SMITHFIELD FOODS, INC."
Jewell D. H.,Patek,Jan-13,"SCHAEFER, KURT - Senator",Yancy Williams - Employee or Staff,1/15/2013,"Meals, Food, & Beverage","Abiy's  3702 W Truman Blvd  Jefferson City, MO 65109",$341.40 ,"SMITHFIELD FOODS, INC."
Jewell D. H.,Patek,Jan-13,,"BUTLER, MICHAEL  - Representative",1/10/2013,"Meals, Food, & Beverage","Abiy's   3702 W Truman Blvd  Jefferson City, MO 65109",$81.46 ,"SMITHFIELD FOODS, INC."
D Scott,Penman,Jan-13,,"BUTLER, MICHAEL  - Representative",1/14/2013,"Meals, Food, & Beverage","Cater Lunch at Missouri State Capitol, Jefferson City, MO",$210.00 ,PENMAN & WINTON CONSULTING
Christopher M.,Pickel,Jan-13,,"RICHARD, RON  - Senator",1/10/2013,"Meals, Food, & Beverage","Lunch as invited guest at Senate Minority Caucus meeting at Shakespeare's Pizza in Columbia, MO.",$15.00 ,AT&T INC. AND AFFLIATES
Christopher M.,Pickel,Jan-13,,"SCHAEFER, KURT - Senator",1/10/2013,"Meals, Food, & Beverage","Lunch as invited guest at Senate Minority Caucus meeting at Shakespeare's Pizza in Columbia, MO.",$15.00 ,AT&T INC. AND AFFLIATES
Christopher M.,Pickel,Jan-13,,"KEAVENY, JOSEPH (JOE) - Senator",1/19/2013,Entertainment,Two tickets to the Animal Rescue Foundation's Stars to the Rescue event.,$106.00 ,AT&T INC. AND AFFLIATES
Christopher M.,Pickel,Jan-13,,"DEMPSEY, TOM - Senator",1/10/2013,"Meals, Food, & Beverage","Lunch as invited guest at Senate Minority Caucus meeting at Shakespeare's Pizza in Columbia, MO.",$15.00 ,AT&T INC. AND AFFLIATES
Larry,Pleus,Jan-13,,"NASHEED, JAMILAH  - Senator",1/9/2013,"Meals, Food, & Beverage",Co sponsored Black Caucus Martin L. King Celebration luncheon,$499.53 ,LACLEDE GAS COMPANY
Larry,Pleus,Jan-13,,"MOLENDORP, CHRIS - Representative",1/9/2013,"Meals, Food, & Beverage",Dinner to discuss 2013 Legislation,$30.50 ,LACLEDE GAS COMPANY
Larry,Pleus,Jan-13,,"GUERNSEY, CASEY - Representative",1/9/2013,"Meals, Food, & Beverage",Dinner to discuss 2013 legislation,$30.50 ,LACLEDE GAS COMPANY
Gregory,Porter,Jan-13,,"JUSTUS, JOLIE - Senator",1/23/2013,"Meals, Food, & Beverage",lunch,$22.08 ,CATALYST GROUP
Gregory,Porter,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/26/2013,"Meals, Food, & Beverage",lunch,$11.28 ,CATALYST GROUP
Gregory,Porter,Jan-13,,"DUGGER, TONY - Representative",1/15/2013,"Meals, Food, & Beverage",dinner,$28.37 ,CATALYST GROUP
Gregory,Porter,Jan-13,,"PHILLIPS, DONALD E.  - Representative",1/15/2013,"Meals, Food, & Beverage",dinner,$28.37 ,CATALYST GROUP
Gregory,Porter,Jan-13,,"ROWLAND, LYLE  - Representative",1/15/2013,"Meals, Food, & Beverage",dinner,$28.37 ,CATALYST GROUP
Gregory,Porter,Jan-13,,"ROSS, ROBERT  - Representative",1/15/2013,"Meals, Food, & Beverage",dinner,$28.37 ,CATALYST GROUP
Derek,Ramsay,Jan-13,,"ENGLUND, VICKI LORENZ - Representative",1/15/2013,"Meals, Food, & Beverage",dinner,$10.00 ,KANSAS CITY REGIONAL ASSOCIATION OF REALTORS
William,Ratliff,Jan-13,,"PEARCE, DAVID - Senator",1/23/2013,"Meals, Food, & Beverage","Dinner at Madison's, Jefferson City MO",$38.29 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,Jan-13,,"THOMSON, MIKE - Representative",1/23/2013,"Meals, Food, & Beverage","Dinner at Madison's, Jefferson City MO",$38.29 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,Jan-13,House Research - Public Official,Becky Deneve - Employee or Staff,1/23/2013,"Meals, Food, & Beverage","Dinner at Madison's, Jefferson City MO",$38.29 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,Jan-13,House Budget - Public Official,Mike Price - Employee or Staff,1/23/2013,"Meals, Food, & Beverage"," Dinner at Madison's, Jefferson City MO",$38.29 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,Jan-13,"PEARCE, DAVID - Senator",Matt Michelson - Employee or Staff,1/23/2013,"Meals, Food, & Beverage","Dinner at Madison's, Jefferson City MO",$38.29 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,Jan-13,"Director, Joint Committee on Education - Public Official",Stacey Preis - Employee or Staff,1/23/2013,"Meals, Food, & Beverage","Dinner at Madison's, Jefferson City MO",$38.29 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,Jan-13,Senate Research - Public Official,Michael Ruff - Employee or Staff,1/23/2013,"Meals, Food, & Beverage","Dinner at Madison's, Jefferson City MO",$38.29 ,MISSOURI BANKERS ASSOCIATION
William,Ratliff,Jan-13,Senate Appropriations - Public Official,Trevor Foley - Employee or Staff,1/23/2013,"Meals, Food, & Beverage","Dinner at Madison's, Jefferson City MO",$38.29 ,MISSOURI BANKERS ASSOCIATION
Jay,Reichard,Jan-13,"SILVEY, RYAN  - Senator",Mark Schwartz - Employee or Staff,1/15/2013,"Meals, Food, & Beverage",,$7.02 ,"BARKLEY, INC."
Jay,Reichard,Jan-13,,"SILVEY, RYAN  - Senator",1/15/2013,"Meals, Food, & Beverage",,$7.02 ,"BARKLEY, INC."
Jay,Reichard,Jan-13,,"HINSON, DAVE - Representative",1/15/2013,"Meals, Food, & Beverage",,$7.02 ,"BARKLEY, INC."
Jay,Reichard,Jan-13,"SILVEY, RYAN  - Senator",Mark Schwartz - Employee or Staff,1/22/2013,"Meals, Food, & Beverage",,$5.75 ,"PROPEL FINANCIAL SERVICES, LLC"
Jay,Reichard,Jan-13,,"PARSON, MIKE - Senator",1/30/2013,"Meals, Food, & Beverage",,$20.00 ,"PROPEL FINANCIAL SERVICES, LLC"
Jay,Reichard,Jan-13,,"SILVEY, RYAN  - Senator",1/30/2013,"Meals, Food, & Beverage",,$20.00 ,"PROPEL FINANCIAL SERVICES, LLC"
Jay,Reichard,Jan-13,"STREAM, RICK - Representative",David Willis - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",,$20.00 ,"PROPEL FINANCIAL SERVICES, LLC"
Jay,Reichard,Jan-13,"SILVEY, RYAN  - Senator",Mark Schwartz - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",,$20.00 ,"PROPEL FINANCIAL SERVICES, LLC"
Jay,Reichard,Jan-13,"SILVEY, RYAN  - Senator",Mark Schwartz - Employee or Staff,1/18/2013,"Meals, Food, & Beverage",,$14.33 ,"SCHREIMANN, RACKERS, FRANCKA AND BLUNT, L.L.C."
Jay,Reichard,Jan-13,,"WIELAND, PAUL  - Representative",1/30/2013,"Meals, Food, & Beverage",,$39.32 ,"SCHREIMANN, RACKERS, FRANCKA AND BLUNT, L.L.C."
Michael C,Reid,Jan-13,,"PEARCE, DAVID - Senator",1/9/2013,"Meals, Food, & Beverage",Dinner Jefferson City Country Club,$68.00 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael C,Reid,Jan-13,Staffer - Public Official,Matt Michelson - Employee or Staff,1/9/2013,"Meals, Food, & Beverage","Dinner, Jefferson City Country Club",$68.00 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Tony,Reinhart,Jan-13,,"SILVEY, RYAN  - Senator",1/19/2013,"Meals, Food, & Beverage",Dinner,$75.00 ,FORD MOTOR COMPANY
Tony,Reinhart,Jan-13,"SILVEY, RYAN  - Senator",Angela Silvey - Spouse or Child,1/19/2013,"Meals, Food, & Beverage",Dinner,$75.00 ,FORD MOTOR COMPANY
Chris,Roepe,Jan-13,,"FUNDERBURK, DOUG - Representative",1/16/2013,"Meals, Food, & Beverage",,$36.00 ,FAIR ENERGY RATE ACTION FUND
Larry,Rohrbach,Jan-13,,"WALLINGFORD, WAYNE  - Representative",1/31/2013,"Meals, Food, & Beverage",,$12.00 ,LARRY ROHRBACH
Laura,Ruediger,Jan-13,Chief Clerk - Public Official,Adam Crumbliss - Employee or Staff,1/25/2013,"Meals, Food, & Beverage","Water, soda ",$45.41 ,MISSOURI ENERGY DEVELOPMENT ASSOCIATION
Claudia A.,Sands,Jan-13,,"CRAWFORD, SANDY  - Representative",1/14/2013,"Meals, Food, & Beverage",Food,$255.31 ,CENTURYLINK
Claudia A.,Sands,Jan-13,,"MUNZLINGER, BRIAN - Senator",1/14/2013,"Meals, Food, & Beverage",Food,$385.11 ,CENTURYLINK
Trevor,Santos,Jan-13,,"RIDDLE, JEANIE - Representative",1/22/2013,"Meals, Food, & Beverage",Dinner,$19.77 ,NATIONAL RIFLE ASSOCIATION OF AMERICA
Trevor,Santos,Jan-13,,"MUNZLINGER, BRIAN - Senator",1/22/2013,"Meals, Food, & Beverage",Dinner,$19.77 ,NATIONAL RIFLE ASSOCIATION OF AMERICA
Trevor,Santos,Jan-13,"MUNZLINGER, BRIAN - Senator",Pat Thomas - Employee or Staff,1/22/2013,"Meals, Food, & Beverage",Dinner,$19.77 ,NATIONAL RIFLE ASSOCIATION OF AMERICA
Marc,Scheessele,Jan-13,,"GARDNER, KIMBERLY  - Representative",1/25/2013,"Meals, Food, & Beverage",,$2.00 ,ST LOUIS UNIVERSITY
Marc,Scheessele,Jan-13,"GARDNER, KIMBERLY  - Representative",Danielle Smith - Employee or Staff,1/25/2013,"Meals, Food, & Beverage",,$2.50 ,ST LOUIS UNIVERSITY
Marc,Scheessele,Jan-13,,"BUTLER, MICHAEL  - Representative",1/4/2013,"Meals, Food, & Beverage",,$13.00 ,ST LOUIS UNIVERSITY
Jorgen,Schlemeier,Jan-13,,"FUNDERBURK, DOUG - Representative",1/27/2013,"Meals, Food, & Beverage",food,$34.92 ,MISSOURI DENTAL ASSOCIATION
Jorgen,Schlemeier,Jan-13,,"WALSH, GINA  - Senator",1/14/2013,"Meals, Food, & Beverage",dinner ,$54.20 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS
Jorgen,Schlemeier,Jan-13,,"WALSH, GINA  - Senator",1/14/2013,"Meals, Food, & Beverage",dinner ,$54.20 ,MISSOURI DENTAL ASSOCIATION
Jorgen,Schlemeier,Jan-13,,"WALSH, GINA  - Senator",1/14/2013,"Meals, Food, & Beverage",dinner ,$54.20 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
Jorgen,Schlemeier,Jan-13,,"HINSON, DAVE - Representative",1/23/2013,"Meals, Food, & Beverage",Dinner ,$24.38 ,MISSOURI FIRE SERVICE ALLIANCE
Emily,Schwartze,Jan-13,,"Pat Nasi, City of Dardenne Prairie Alderman - Public Official",1/29/2013,"Meals, Food, & Beverage",,$14.25 ,HOME BUI9LDERS ASSOCIATION OF ST LOUIS AND EASTERN MISSOURI (HBA)
Emily,Schwartze,Jan-13,,"Kerry Tebbe, City of Dardenne Prairie Alderman - Public Official",1/29/2013,"Meals, Food, & Beverage",,$14.25 ,HOME BUI9LDERS ASSOCIATION OF ST LOUIS AND EASTERN MISSOURI (HBA)
Emily,Schwartze,Jan-13,,"DOOLEY, CHARLIE - Local Government Official",1/16/2013,"Meals, Food, & Beverage",,$22.50 ,HOME BUI9LDERS ASSOCIATION OF ST LOUIS AND EASTERN MISSOURI (HBA)
Emily,Schwartze,Jan-13,,"Garry Earls, St. Louis County - Public Official",1/16/2013,"Meals, Food, & Beverage",,$22.50 ,HOME BUI9LDERS ASSOCIATION OF ST LOUIS AND EASTERN MISSOURI (HBA)
Irl L.,Scissors,Jan-13,,"HOLSMAN, JASON  - Senator",2/6/2012,"Meals, Food, & Beverage",Dinner at Chinese Restaurant,$11.00 ,"SIMMONS BROWDER GIANARIS ANGELIDES & BARNERD, LLC"
Mary,Scruggs,Jan-13,Asst. Chief Clerk - Public Official,Dana Miller - Employee or Staff,1/7/2013,"Meals, Food, & Beverage",,$137.95 ,ASSOCIATION OF MISSOURI ELECTRIC COOPERATIVES
Mary,Scruggs,Jan-13,,"KELLEY, MIKE  - Representative",1/10/2013,"Meals, Food, & Beverage",,$36.44 ,ASSOCIATION OF MISSOURI ELECTRIC COOPERATIVES
Mary,Scruggs,Jan-13,Dist. 19 - Public Official,Jeannie Walton - Employee or Staff,1/2/2013,"Meals, Food, & Beverage",,$53.98 ,ASSOCIATION OF MISSOURI ELECTRIC COOPERATIVES
Mary,Scruggs,Jan-13,,"SCHIEFFER, ED - Representative",1/3/2013,"Meals, Food, & Beverage",,$108.49 ,ASSOCIATION OF MISSOURI ELECTRIC COOPERATIVES
Mary,Scruggs,Jan-13,,"HODGES, STEVE - Representative",1/10/2013,"Meals, Food, & Beverage",,$152.06 ,ASSOCIATION OF MISSOURI ELECTRIC COOPERATIVES
Mary,Scruggs,Jan-13,,"GUERNSEY, CASEY - Representative",1/2/2013,"Meals, Food, & Beverage",,$57.60 ,ASSOCIATION OF MISSOURI ELECTRIC COOPERATIVES
"Catina ""Tina""",Shannon,Jan-13,,"HUBBARD, PENNY V.  - Representative",1/8/2013,"Meals, Food, & Beverage",,$241.27 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"ROWLAND, LYLE  - Representative",1/8/2013,"Meals, Food, & Beverage",,$13.09 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"DUGGER, TONY - Representative",1/8/2013,"Meals, Food, & Beverage",,$13.09 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"WEBB, STEVE - Representative",1/8/2013,"Meals, Food, & Beverage",,$8.95 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/9/2013,"Meals, Food, & Beverage",,$10.17 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"CURLS, SHALONN (KIKI) - Senator","Fulson, Sheron - Employee or Staff",1/9/2013,"Meals, Food, & Beverage",,$10.17 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"CURLS, SHALONN (KIKI) - Senator","Browning, Megan - Employee or Staff",1/9/2013,"Meals, Food, & Beverage",,$10.17 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/14/2013,"Meals, Food, & Beverage",,$18.58 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"LEVOTA, PAUL  - Senator",1/14/2013,"Meals, Food, & Beverage",,$39.86 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/14/2013,"Meals, Food, & Beverage",,$39.86 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/14/2013,"Meals, Food, & Beverage",,$38.23 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"LEVOTA, PAUL  - Senator",1/14/2013,"Meals, Food, & Beverage",,$38.23 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"GARDNER, KIMBERLY  - Representative",1/15/2013,"Meals, Food, & Beverage",,$17.54 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"BEATTY, GAIL MCCANN  - Representative",1/15/2013,"Meals, Food, & Beverage",,$17.54 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/15/2013,"Meals, Food, & Beverage",,$17.54 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"NASHEED, JAMILAH  - Senator",1/23/2013,"Meals, Food, & Beverage",,$150.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"WEBB, STEVE - Representative",1/23/2013,"Meals, Food, & Beverage",,$35.06 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/23/2013,"Meals, Food, & Beverage",,$35.06 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"CURLS, SHALONN (KIKI) - Senator","Fulson, Sheron - Employee or Staff",1/23/2013,"Meals, Food, & Beverage",,$35.06 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"WEBB, STEVE - Representative",1/29/2013,"Meals, Food, & Beverage",,$16.71 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"CURLS, SHALONN (KIKI) - Senator","Fulson, Sheron - Employee or Staff",1/29/2013,"Meals, Food, & Beverage",,$16.71 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"CURLS, SHALONN (KIKI) - Senator","Browning, Megan - Employee or Staff",1/29/2013,"Meals, Food, & Beverage",,$16.71 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/29/2013,"Meals, Food, & Beverage",,$16.71 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"WEBB, STEVE - Representative",1/15/2013,"Meals, Food, & Beverage",,$17.54 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"SMITH, CLEM  - Representative",1/24/2013,Entertainment,Blues ticket,$135.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"STREAM, RICK - Representative",1/24/2013,Entertainment,Blues Tickets (2),$270.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"STREAM, RICK - Representative","Stream, Eric - Spouse or Child",1/24/2013,Entertainment,Blues Ticket,$135.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"WEBB, STEVE - Representative","Webb, Sterling - Spouse or Child",1/24/2013,Entertainment,Blues Ticket,$135.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"WEBB, STEVE - Representative",1/24/2013,Entertainment,Blues Ticket,$135.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CORNEJO, ROBERT  - Representative",1/5/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"CORNEJO, ROBERT  - Representative","Cornejo, Lisa - Spouse or Child",1/5/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"MUNTZEL, DAVE  - Representative",1/5/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"MUNTZEL, DAVE  - Representative","Muntzel, Marianne  - Spouse or Child",1/5/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/16/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"CURLS, SHALONN (KIKI) - Senator","Fulson, Sheron  - Employee or Staff",1/16/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"FRAKER, LYNDALL  - Representative",1/22/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"FITZWATER, PAUL  - Representative",1/22/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CARPENTER, JOHN  - Representative",1/22/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"CONWAY, PAT - Representative",1/22/2013,Entertainment,MU Ticket,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,,"ROORDA, JEFF - Representative",1/22/2013,Entertainment,MU Ticket ,$70.00 ,AMEREN UE
"Catina ""Tina""",Shannon,Jan-13,"ROORDA, JEFF - Representative","Burke, Ryan - Employee or Staff",1/22/2013,Entertainment,MU Ticket ,$70.00 ,AMEREN UE
Carrie,Sherer,Jan-13,,"RIZZO, JOHN JOSEPH  - Representative",1/28/2013,"Meals, Food, & Beverage",Dinner at Madison's Cafe,$23.98 ,CERNER
Carrie,Sherer,Jan-13,,"RUNIONS, JOE  - Representative",1/28/2013,"Meals, Food, & Beverage",Dinner at Madison's Cafe,$23.98 ,CERNER
Carrie,Sherer,Jan-13,,"MAYFIELD, JOHN  - Representative",1/28/2013,"Meals, Food, & Beverage",Dinner at Madison's Cafe,$23.98 ,CERNER
Carrie,Sherer,Jan-13,,"WEBB, STEVE - Representative",1/28/2013,"Meals, Food, & Beverage",Dinner at Madison's Cafe,$23.98 ,CERNER
Carrie,Sherer,Jan-13,,"SWEARINGEN, JAY  - Representative",1/28/2013,"Meals, Food, & Beverage",Dinner at Madison's Cafe,$23.98 ,CERNER
William E,Shoehigh,Jan-13,,"MAY, KARLA  - Representative",1/10/2013,"Meals, Food, & Beverage",inaugural reception for constituents,$279.97 ,WILLIAM E. SHOEHIGH
William E,Shoehigh,Jan-13,,"MOLENDORP, CHRIS - Representative",1/25/2013,"Meals, Food, & Beverage",lumch at Arris Bistro in Jefferson City,$15.00 ,WILLIAM E. SHOEHIGH
Charles G,Simino,Jan-13,,"CIERPIOT, MIKE  - Representative",1/28/2013,"Meals, Food, & Beverage",Beverages,$9.48 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"NETH, MYRON  - Representative",1/28/2013,"Meals, Food, & Beverage",Beverages,$9.48 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"SPENCER, BRYAN  - Representative",1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"CORNEJO, ROBERT  - Representative",1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"SCHARNHORST, DWIGHT D. - Representative",1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,"SCHARNHORST, DWIGHT D. - Representative",Rea Scharnhorst - Spouse or Child,1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"CONWAY, PAT - Representative",1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"GRISAMORE, JEFF - Representative",1/22/2013,"Meals, Food, & Beverage",Beverages,$17.21 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"ENGLUND, VICKI LORENZ - Representative",1/22/2013,"Meals, Food, & Beverage",Beverages,$17.21 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"MITTEN, GINA  - Representative",1/22/2013,"Meals, Food, & Beverage",Beverages,$17.21 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"DIEHL, JOHN J JR - Representative",1/22/2013,"Meals, Food, & Beverage",Beverages,$17.21 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"TORPEY, NOEL  - Representative",1/22/2013,"Meals, Food, & Beverage",Beverages,$17.21 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"ELLINGTON, BRANDON - Representative",1/22/2013,"Meals, Food, & Beverage",Beverages,$17.21 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"GRISAMORE, JEFF - Representative",1/28/2013,"Meals, Food, & Beverage",Beverages,$9.48 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"ZERR, ANNE - Representative",1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"GATSCHENBERGER, CHUCK - Representative",1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"WALSH, GINA  - Senator",1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,,"REHDER, HOLLY  - Representative",1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Charles G,Simino,Jan-13,"REHDER, HOLLY  - Representative",Ray Rehreder - Spouse or Child,1/29/2013,"Meals, Food, & Beverage",Dinner,$70.32 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
David A.,Smith,Jan-13,,"MOLENDORP, CHRIS - Representative",1/7/2013,"Meals, Food, & Beverage",Dinner at Shakespeare's Pizza,$23.57 ,ANTHEM BLUE CROSS BLUE SHIELD OF MISSOURI
