Lob F Name,Lob L Name,Report,Group,Date,Type,Description,Cost,Principal,Amend Reason,Amend Grp ID,If Amended,Grp ID
David,Overfelt,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage",Catered Luncheon for entire Senate at Missouri Capitol,$223.67 ,MISSOURI RETAILERS ASSOCIATION,NULL,0,Not Amended,6553
David,Overfelt,May-13,"JUDICIARY, Standing",5/1/2013,"Meals, Food, & Beverage",Catered lunch for House Judiciary Committee at Missouri State Capitol,$118.40 ,MISSOURI RETAILERS ASSOCIATION,NULL,0,Not Amended,6593
Christine M,Page,Jan-13,ENTIRE GENERAL ASSEMBLY,1/16/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$669.90 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,5457
Christine M,Page,Jan-13,ENTIRE GENERAL ASSEMBLY,1/30/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$382.80 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,5458
Christine M,Page,Jan-13,ENTIRE GENERAL ASSEMBLY,1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO / Catered Luncheon","$7,700.00 ",ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,5459
Christine M,Page,Feb-13,ENTIRE GENERAL ASSEMBLY,2/13/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$574.20 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,5732
Christine M,Page,Feb-13,ENTIRE GENERAL ASSEMBLY,2/27/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$574.20 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,5733
Christine M,Page,Mar-13,ENTIRE GENERAL ASSEMBLY,3/13/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$574.20 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,5866
Christine M,Page,Mar-13,ENTIRE GENERAL ASSEMBLY,3/27/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$574.20 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,5867
Christine M,Page,Apr-13,ENTIRE GENERAL ASSEMBLY,4/10/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$618.56 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,6266
Christine M,Page,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$618.56 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,6268
Christine M,Page,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,"Meals, Food, & Beverage","Doubletree Hotel, Jefferson City, MO / Legislative Breakfast",$650.76 ,ST. LOUIS REGIONAL CHAMBER & GROWTH ASSOCIATION,NULL,0,Not Amended,6733
Jewell D. H.,Patek,Feb-13,ENTIRE MISSOURI SENATE,2/16/2013,"Meals, Food, & Beverage","International Wines & Liquiors  3702 W Truman Blvd  Jefferson City, MO 65109",$150.79 ,"SMITHFIELD FOODS, INC.",NULL,0,Not Amended,5766
Jewell D. H.,Patek,Feb-13,ENTIRE MISSOURI SENATE,2/16/2013,"Meals, Food, & Beverage","International Wines & Liquors  3702 W Truman Blvd  Jefferson City, MO 65109",$81.46 ,"SMITHFIELD FOODS, INC.",NULL,0,Not Amended,5767
Jewell D. H.,Patek,Feb-13,ENTIRE MISSOURI SENATE,2/16/2013,"Meals, Food, & Beverage","International Wines & Liquors  3702 W Truman Blvd  Jefferson City, MO 65109",$341.40 ,"SMITHFIELD FOODS, INC.",NULL,0,Not Amended,5768
Jewell D. H.,Patek,Mar-13,ENTIRE MISSOURI SENATE,3/20/2013,"Meals, Food, & Beverage","Lutz's BBQ  3505 Missouri Blvd  Jefferson City, MO 65109",$250.00 ,SPRINT NEXTEL,NULL,0,Not Amended,6028
Jewell D. H.,Patek,Mar-13,"GENERAL LAWS, Standing",3/20/2013,"Meals, Food, & Beverage","The Capitol Grill  201 W Capitol Ave  Jefferson City, MO 65101",$247.77 ,"SMITHFIELD FOODS, INC.",NULL,0,Not Amended,6036
Jewell D. H.,Patek,Apr-13,ENTIRE MISSOURI SENATE,4/23/2013,"Meals, Food, & Beverage","The Capitol Grill  201 West Capitol Avenue  Jefferson City, MO 65101",$204.68 ,SPRINT NEXTEL,NULL,0,Not Amended,6408
Jewell D. H.,Patek,Apr-13,ENTIRE MISSOURI SENATE,4/10/2013,"Meals, Food, & Beverage","Arris Pizza  117 West High Street  Jefferson City, MO 65109",$41.86 ,SPRINT NEXTEL,NULL,0,Not Amended,6409
Jewell D. H.,Patek,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage","Abiy's International Wines & Liquors  3702 W Truman Blvd  Jefferson City, MO 65109","$1,661.09 ","SMITHFIELD FOODS, INC.",NULL,0,Not Amended,6411
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI SENATE,5/7/2013,"Meals, Food, & Beverage",Gates BBQ,$250.00 ,SPRINT NEXTEL,NULL,0,Not Amended,6739
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Love Sushi  2201 Missouri Blvd  Jefferson City, Mo 65109",$193.91 ,SPRINT NEXTEL,NULL,0,Not Amended,6740
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI HOUSE,5/15/2013,"Meals, Food, & Beverage","Arris'   117 W High Street  Jefferson City, MO 65109",$103.38 ,SPRINT NEXTEL,NULL,0,Not Amended,6741
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage","Flaming Lantern  1104 W Fort Scott  Butler, MO 64730",$250.00 ,CERNER CORPORATION,NULL,0,Not Amended,6743
Jewell D. H.,Patek,May-13,ENTIRE MISSOURI SENATE,5/28/2013,"Meals, Food, & Beverage","International Wines and Liquors  3702 W Truman Blvd  Jefferson City, MO 65109",$505.99 ,"SMITHFIELD FOODS, INC.",NULL,0,Not Amended,6744
Rachel,Payton,Jan-13,ENTIRE GENERAL ASSEMBLY,1/9/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO / Cookies for Legislators and their staff/cookies were delivered throughout the day",$300.00 ,AMERICANS FOR PROSPERITY,NULL,0,Not Amended,5297
D Scott,Penman,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage","Missouri Advocacy Day Legislative Reception, Capitol Plaza Hotel, Jefferson City, MO",$541.26 ,MISSOURI COUNCIL FOR IN-HOME SERVICES,NULL,0,Not Amended,5467
D Scott,Penman,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch (Shakespeare's Pizza)",$574.59 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS,NULL,0,Not Amended,5503
D Scott,Penman,Feb-13,ENTIRE MISSOURI SENATE,3/13/2013,"Meals, Food, & Beverage","Reception hosted by MoSEPS at Capitol City Cork & Provisions, Jefferson City, MO",$695.79 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS,NULL,0,Not Amended,5786
D Scott,Penman,Feb-13,ENTIRE MISSOURI HOUSE,2/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$30.77 ,MISSOUIR 911 DIRECTORS ASSOCIATION,NULL,0,Not Amended,5787
D Scott,Penman,Feb-13,ENTIRE MISSOURI HOUSE,2/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$30.77 ,MISSOURI CHAPTER OF THE ASSOCIATION OF PUBLIC SAFETY COMMUNICATIONS OFFICALS,NULL,0,Not Amended,5788
D Scott,Penman,Feb-13,ENTIRE MISSOURI HOUSE,2/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$30.77 ,MISSOURI CHAPTER OF THE NATIONAL EMERGENCY NUMBER ASSOCIATION,NULL,0,Not Amended,5789
D Scott,Penman,Apr-13,"RULES, Standing",4/25/2013,"Meals, Food, & Beverage","MO State Capitol, Jefferson City, MO/Catered Lunch from McAlister's",$166.15 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS,NULL,0,Not Amended,6398
D Scott,Penman,Apr-13,"CHILDREN, FAMILIES, AND PERSONS WITH DISABILITIES, Standing",4/5/2013,"Meals, Food, & Beverage","MO State Capitol, Jefferson City, MO/Catered Lunch from Capitol Grill",$147.04 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS,NULL,0,Not Amended,6399
D Scott,Penman,Apr-13,"HEALTH CARE POLICY, Standing",4/24/2013,"Meals, Food, & Beverage","MO State Capitol, Jefferson City, MO/Catered Lunch from The Capitol Grill",$161.05 ,"MARCH OF DIMES FOUNDATION, MISSOURI CHAPTER",NULL,0,Not Amended,6400
D Scott,Penman,May-13,"JUDICIARY, Standing",5/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$255.00 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS,NULL,0,Not Amended,6763
D Scott,Penman,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner for Senate Staff & Senator's Staff",$100.00 ,MISSOURI SOCIETY OF EYE PHYSICIANS & SURGEONS,NULL,0,Not Amended,6764
Daniel R.,Pfeifer,Apr-13,ENTIRE GENERAL ASSEMBLY,4/2/2013,"Meals, Food, & Beverage",Hosted catered dinner in Missouri State Capitol.,"$1,326.62 ",OZARKS TECHNICAL COMMUNITY COLLEGE,NULL,0,Not Amended,6242
Christopher M.,Pickel,Jan-13,SENATE MINORITY CAUCUS,1/10/2013,"Meals, Food, & Beverage","Shakespeare's Pizza, Columbia, MO; Lunches for caucus meetings Jan. 10 & 11.","$1,000.00 ",AT&T INC. AND AFFLIATES,NULL,0,Not Amended,5409
Charles,Pierce,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage",Capitol Plaza Jefferson City Mo/Reception,"$6,553.48 ",MISSOURI SOCIETY OF CPAS,NULL,0,Not Amended,5302
Charles,Pierce,May-13,ENTIRE GENERAL ASSEMBLY,5/1/2013,"Meals, Food, & Beverage","Capitol Rotunda, snacks & drinks",$303.52 ,MISSOURI SOCIETY OF CPAS,NULL,0,Not Amended,6517
Larry,Pleus,Feb-13,SENATE MAJORITY CAUCUS,2/8/2013,"Meals, Food, & Beverage",Snacks/Beverages MO State Capitol,$117.39 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,5587
Larry,Pleus,Mar-13,SENATE MAJORITY CAUCUS,3/25/2013,"Meals, Food, & Beverage",Snacks and Beverages MO State Capitol ,$96.12 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,5831
Larry,Pleus,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Crab Boil Bones Lounge Jeff City,$362.84 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,6158
Larry,Pleus,Apr-13,ENTIRE MISSOURI HOUSE,4/10/2013,"Meals, Food, & Beverage",Crab Boil Hooks Lounge Jeff City,$220.68 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,6159
Larry,Pleus,May-13,SENATE MAJORITY CAUCUS,5/15/2013,"Meals, Food, & Beverage",Missouri State Capitol ,$162.92 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,6518
Larry,Pleus,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage",Mo State Capitol Whole House luncheon co-sponsor,$250.00 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,6519
Larry,Pleus,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage",MO State Capitol co sponsored luncheon,$399.01 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,6520
Larry,Pleus,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,Entertainment,River Boat Reception cosponsor Jefferson City ,$887.97 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,6614
Larry,Pleus,Aug-13,"UTILITIES, Standing",8/6/2013,"Meals, Food, & Beverage",Cardinals suite,$950.39 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,6816
Larry,Pleus,Aug-13,"UTILITIES, Standing",8/6/2013,Entertainment,Cardinals tickets,$736.00 ,LACLEDE GAS COMPANY,NULL,0,Not Amended,6817
Tom,Rackers,Feb-13,"TOURISIM AND NATURAL RESOURCES, Standing",2/18/2013,"Meals, Food, & Beverage","Alexandro's restaurant, Jefferson City, MO/Dinner",$886.67 ,WCA,NULL,0,Not Amended,5697
Tom,Rackers,Jan-13,"TOURISIM AND NATURAL RESOURCES, Standing",1/25/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered breakfast",$155.12 ,WCA,NULL,0,Not Amended,5698
Tom,Rackers,Mar-13,"LOCAL GOVERNMENT, Standing",3/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Breakfast",$90.49 ,TOM RACKERS,NULL,0,Not Amended,6332
Trina,Ragain,Mar-13,ENTIRE GENERAL ASSEMBLY,3/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/cupcakes in Rotunda","$1,200.00 ","MARCH OF DIMES, GREATER MISSOURI CHAPTER",NULL,0,Not Amended,6067
Scott E.,Ramshaw,May-13,HOUSE MINORITY CAUCUS,5/9/2013,"Meals, Food, & Beverage","Captial, RM 204",$491.39 ,PLUMBERS & PIPEFITTERS LOCAL #562,NULL,0,Not Amended,6749
William,Ratliff,Feb-13,"VETERANS, Standing",2/5/2013,"Meals, Food, & Beverage",Breakfast for Committee meeting catered by Argyle Catering,$244.51 ,MISSOURI BANKERS ASSOCIATION,NULL,0,Not Amended,5577
William,Ratliff,Feb-13,"JUDICIARY, Standing",2/6/2013,"Meals, Food, & Beverage",Catered lunch for Judiciary Committee hearing ,$341.29 ,MISSOURI BANKERS ASSOCIATION,NULL,0,Not Amended,5578
William,Ratliff,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage",Catered food at Capitol,$165.00 ,MISSOURI BANKERS ASSOCIATION,NULL,0,Not Amended,6577
William,Ratliff,May-13,"JUDICIARY, Standing",5/1/2013,"Meals, Food, & Beverage","Catered lunch for committee hearing, Missouri State Capitol",$118.39 ,MISSOURI BANKERS ASSOCIATION,NULL,0,Not Amended,6578
Kristi,Ray,Jan-13,ENTIRE GENERAL ASSEMBLY,1/30/2013,"Meals, Food, & Beverage",Annual basketball watch party at NH Scheppers,$500.00 ,COLUMBIA CHAMBER OF COMMERCE,NULL,0,Not Amended,5466
Gordon,Reel,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,"Meals, Food, & Beverage","G2 Gallery, Jefferson City, MO, Legislative Reception ",$887.97 ,ENTERPRISE HOLDINGS INC,NULL,0,Not Amended,6529
Jay,Reichard,Jan-13,HOUSE MAJORITY CAUCUS,1/8/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Reception",$100.00 ,BOEHRINGER-INGELHEIM PHARMACEUTICALS,NULL,0,Not Amended,5328
Jay,Reichard,Feb-13,"BUDGET, Standing",2/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$150.60 ,"BARKLEY, INC.",NULL,0,Not Amended,5633
Jay,Reichard,Feb-13,"BUDGET, Standing",2/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$150.60 ,PYRAMID GROUP,NULL,0,Not Amended,5635
Jay,Reichard,Jan-13,HOUSE MAJORITY CAUCUS,1/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Reception",$229.37 ,DIAMOND GAME,NULL,0,Not Amended,5757
Jay,Reichard,Mar-13,"SMALL BUSINESS, Standing",3/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$79.62 ,"BARKLEY, INC.",NULL,0,Not Amended,5967
Jay,Reichard,Mar-13,"SMALL BUSINESS, Standing",3/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$79.62 ,DIAMOND GAME,NULL,0,Not Amended,5968
Jay,Reichard,Mar-13,"SMALL BUSINESS, Standing",3/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$79.62 ,MISSOURI COALITION OF COMMUNITY MENTAL HEALTH CENTERS,NULL,0,Not Amended,5969
Jay,Reichard,Mar-13,"SMALL BUSINESS, Standing",3/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$79.62 ,PYRAMID GROUP,NULL,0,Not Amended,5970
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$31.00 ,"BARKLEY, INC.",NULL,0,Not Amended,5971
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$31.00 ,DIAMOND GAME,NULL,0,Not Amended,5972
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$31.00 ,MISSOURI COALITION OF COMMUNITY MENTAL HEALTH CENTERS,NULL,0,Not Amended,5973
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$31.00 ,PYRAMID GROUP,NULL,0,Not Amended,5974
Jay,Reichard,Mar-13,"WAYS AND MEANS, Standing",3/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$116.10 ,SOUTHWESTERN BELL TELEPHONE COMPANY D/B/A AT&T MISSOURI AND ITS AFFILIATES,NULL,0,Not Amended,5975
Jay,Reichard,Mar-13,ENTIRE MISSOURI HOUSE,3/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$530.00 ,DIAMOND GAME,NULL,0,Not Amended,5976
Jay,Reichard,Mar-13,"FINANCIAL INSTITUTIONS, Standing",3/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$236.35 ,"PROPEL FINANCIAL SERVICES, LLC",NULL,0,Not Amended,5977
Jay,Reichard,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$41.25 ,"BARKLEY, INC.",NULL,0,Not Amended,6343
Jay,Reichard,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$41.25 ,DIAMOND GAME,NULL,0,Not Amended,6344
Jay,Reichard,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$41.25 ,MISSOURI COALITION OF COMMUNITY MENTAL HEALTH CENTERS,NULL,0,Not Amended,6345
Jay,Reichard,Apr-13,ENTIRE GENERAL ASSEMBLY,4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$41.25 ,PYRAMID GROUP,NULL,0,Not Amended,6346
Jay,Reichard,Apr-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Breakfast",$87.53 ,BOEHRINGER-INGELHEIM PHARMACEUTICALS,NULL,0,Not Amended,6348
Jay,Reichard,Apr-13,ENTIRE MISSOURI SENATE,4/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$129.50 ,"GRASSLANDS CONSULTANTS, LLC",NULL,0,Not Amended,6349
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,"BARKLEY, INC.",NULL,0,Not Amended,6547
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,BOEHRINGER-INGELHEIM PHARMACEUTICALS,NULL,0,Not Amended,6548
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,DIAMOND GAME,NULL,0,Not Amended,6549
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,"GRASSLANDS CONSULTANTS, LLC",NULL,0,Not Amended,6550
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,MISSOURI MARINE DEALERS ASSOCIATION,NULL,0,Not Amended,6551
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,MISSOURI COALITION OF COMMUNITY MENTAL HEALTH CENTERS,NULL,0,Not Amended,6552
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,PYRAMID GROUP,NULL,0,Not Amended,6555
Jay,Reichard,May-13,ENTIRE MISSOURI HOUSE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$50.00 ,SYSTEMS & METHODS,NULL,0,Not Amended,6556
Jay,Reichard,May-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Dinner",$148.88 ,"SCHREIMANN, RACKERS, FRANCKA AND BLUNT, L.L.C.",NULL,0,Not Amended,6565
Michael C,Reid,Jan-13,ENTIRE GENERAL ASSEMBLY,1/14/2013,"Meals, Food, & Beverage",Capitol/catered reception,$253.15 ,MISSOURI SCHOOL BOARDS ASSOCIATION,NULL,0,Not Amended,5303
Michael C,Reid,Jan-13,ENTIRE GENERAL ASSEMBLY,1/14/2013,"Meals, Food, & Beverage","Capitol, catered reception",$402.62 ,MISSOURI SCHOOL BOARDS ASSOCIATION,NULL,0,Not Amended,5304
Michael C,Reid,Feb-13,ENTIRE GENERAL ASSEMBLY,2/19/2013,"Meals, Food, & Beverage","Capitol Plaza Hotel, Jefferson City, MO,lunch",$593.25 ,MISSOURI SCHOOL BOARDS ASSOCIATION,NULL,0,Not Amended,5567
Michael C,Reid,Feb-13,"HIGHER EDUCATION, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/ catered breakfast",$124.88 ,MISSOURI SCHOOL BOARDS ASSOCIATION,NULL,0,Not Amended,5568
Michael C,Reid,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage","Senate Crab Boil, Jefferson City, MO",$220.68 ,MISSOURI SCHOOL BOARDS ASSOCIATION,NULL,0,Not Amended,6131
Michael C,Reid,Apr-13,"RULES, Standing",4/9/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/stone crab dinner",$212.72 ,MISSOURI SCHOOL BOARDS ASSOCIATION,NULL,0,Not Amended,6236
Michael C,Reid,May-13,ENTIRE MISSOURI SENATE,5/7/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered lunch",$110.00 ,MISSOURI SCHOOL BOARDS ASSOCIATION,NULL,0,Not Amended,6525
Michael C,Reid,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered lunch",$140.00 ,MISSOURI SCHOOL BOARDS ASSOCIATION,NULL,0,Not Amended,6526
Tony,Reinhart,Apr-13,ENTIRE MISSOURI HOUSE,4/9/2013,"Meals, Food, & Beverage",Hooks Sports Bar and Rainbow Lanes/Dinner,$362.84 ,FORD MOTOR COMPANY,NULL,0,Not Amended,6392
Tony,Reinhart,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Bones Restuarant/DInner,$220.68 ,FORD MOTOR COMPANY,NULL,0,Not Amended,6393
Tony,Reinhart,May-13,ENTIRE GENERAL ASSEMBLY,5/8/2013,"Meals, Food, & Beverage","Gallery  102 E. High St, Jefferson Ciy, Mo",$887.97 ,FORD MOTOR COMPANY,NULL,0,Not Amended,6690
Mark J,Rhoads,Jan-13,"ELECTIONS, Standing",1/10/2013,"Meals, Food, & Beverage",Lunch for committee in state capitol,$100.99 ,THE RHOADS COMPANY,NULL,0,Not Amended,5427
Mark J,Rhoads,Feb-13,"JUDICIARY, Standing",2/13/2013,"Meals, Food, & Beverage",committee lunch -catered to the capitol from Cafe Via Roma,$224.26 ,THE RHOADS COMPANY,NULL,0,Not Amended,5615
Mark J,Rhoads,Apr-13,"TRANSPORTATION, Standing",4/16/2013,"Meals, Food, & Beverage",Capitol Grill catered to House Hearing Room,$193.79 ,THE RHOADS COMPANY,NULL,0,Not Amended,6152
Mark J,Rhoads,Apr-13,"LOCAL GOVERNMENT, Standing",4/10/2013,"Meals, Food, & Beverage",Capitol Grill catered to House Hearing Room,$180.98 ,THE RHOADS COMPANY,NULL,0,Not Amended,6154
Mark J,Rhoads,Apr-13,"ELECTIONS, Standing",4/23/2013,"Meals, Food, & Beverage",Capitol Grill catered to House Hearing Room,$129.27 ,THE RHOADS COMPANY,NULL,0,Not Amended,6156
Mark J,Rhoads,Apr-13,"GENERAL LAWS, Standing",4/18/2013,"Meals, Food, & Beverage",Capitol Grill catered to house hearing room,$203.60 ,THE RHOADS COMPANY,NULL,0,Not Amended,6157
Mark J,Rhoads,May-13,ENTIRE GENERAL ASSEMBLY,5/16/2013,"Meals, Food, & Beverage",Annual Gates BBQ event hosted in the capitol by Senator Kiki Curls,$165.00 ,THE RHOADS COMPANY,NULL,0,Not Amended,6611
Mark J,Rhoads,Jun-13,INTERIM COMMITTEE ON ELECTION PROCEDURES,6/27/2013,"Meals, Food, & Beverage",Missouri State Capitol,$158.88 ,THE RHOADS COMPANY,NULL,0,Not Amended,6785
Christopher T,Riley,Aug-13,"AGRICULTURE, FOOD PRODUCTION AND OUTDOOR RESOURCES - Assigned Bills",8/27/2013,"Meals, Food, & Beverage","Busch Stadium DNC Sportservice Suites, St. Louis, MO/Food and beverage during St. Louis Cardinals baseball game.",$74.73 ,ARCHER DANIELS MIDLAND COMPANY,NULL,0,Not Amended,6842
